Filename,Document Name,Revenue/Profit Sharing,Revenue/Profit Sharing-Answer,Price Restrictions,Price Restrictions-Answer,Minimum Commitment,Minimum Commitment-Answer,Volume Restriction,Volume Restriction-Answer,Audit Rights,Audit Rights-Answer
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement.pdf,['CONTENT LICENSE AGREEMENT'],"['HSWI shall pay to World Book Royalties calculated as a defined percentage of the Net Revenue received by HSWI from<omitted>advertising generated directly from Content by web pages containing Content or any portion of the Content provided by World Book to HSWI hereunder.', 'The Royalty rate shall be [*] percent ([*]%) on the Affinities and Reference Content; and [*] percent ([*]%) on Translated Content.', 'Royalties for Content will be calculated based on the Royalty rates set forth in Subsection (i) and compared to the Payments/Advances paid by HSWI during the term of this Agreement.']",Yes,[],No,"['The total amount of material World Book makes available for all Affinities shall be no less than sixteen million (16,000,000) Chinese characters.', 'Additionally, the Affinities shall collectively contain at least sixteen thousand (16,000) Articles written in simplified Chinese characters, with an average and median number of words per Article of no less than one thousand (1,000) simplified Chinese characters.']",Yes,[],No,"['HSWI further agrees that until the expiration of [*] ([*]) year after the termination of this Agreement, HSWI will make available upon written request to World Book or any of its duly authorized representatives, this Agreement and books, documents, and records of HSWI that are necessary to verify the nature and extent of the revenue derived by HSWI from advertising related to the Content hereunder.', 'HSWI shall also provide reasonable assistance to World Book or its designated agent to conduct audits to confirm the payments hereunder.', 'Any such audit shall be conducted by an independent certified public accounting firm which is not engaged in performing other work for World Book or its affiliates; which agrees to enter into a confidentiality agreement with HSWI; and which is not compensated in any manner of contingency arrangements on the basis of its findings.', 'Any such audit will be conducted upon [*] ([*]) days notice and during regular business hours, and shall be at [*] expense, unless such audit reveals a discrepancy of more than [*] percent ([*]%) in the total applicable amount reported by HSWI, in which case [*] shall pay for, or reimburse [*] the cost of, such audit.', 'No more than [*] audit may be conducted in any [*] month period, unless the then-most-recent audit reveals a discrepancy of more than [*] percent ([*]%) in the total applicable amount reported by HSWI.']",Yes
WatchitMediaInc_20061201_8-K_EX-10.1_4148672_EX-10.1_Content License Agreement.pdf,['Media Content and License Agreement'],[],No,[],No,[],No,[],No,[],No
XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement.pdf,['CONTENT LICENSE AGREEMENT'],[],No,[],No,[],No,[],No,[],No
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement.pdf,['CONTENT LICENSE AGREEMENT'],[],No,[],No,[],No,[],No,[],No
ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement.pdf,['ADDENDUM TO\n\nZEBRAÂ® PARTNERCONNECT DISTRIBUTOR AGREEMENT'],[],No,[],No,[],No,[],No,[],No
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf,['AMENDMENT NO. 3 TO THE NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT'],[],No,[],No,[],No,[],No,[],No
PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf,['DISTRIBUTOR AGREEMENT'],[],No,[],No,[],No,[],No,[],No
SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,['EXCLUSIVE DISTRIBUTOR AGREEMENT'],"[""The Payment(s) to Distributor or its Assignee, as set forth herein, shall be further set forth in each Class A Series Agreement, along with the respective ownership interest for both the Company and the Distributor (or its Assignee) for each respective Kiosk Location which shall have its own separate Series, as defined by the Texas Business Organizations Code for Series Limited Liability Companies, and as set forth in the Company's Operating Agreement."", 'For each Customer Kiosk contracted and implemented by Distributor, Company shall also pay a management fee of 40% of Net Income (Net Income for this purpose is defined as EBITDA less percentage paid to the client.', '(Master Distributor Override (""MDO"") shall mean Total Revenue per Customer Kiosk Location collected by SRXS from third party payors and patient cash payments', 'Company will pay Distributor (or its Assignee) Ten Percent (10%) of the Master Distributor Override generated by each Customer Kiosk Location.', 'The balance is then split 40%/60% to A3 Development Group, LLC and Smart RX Systems, Inc. respectively).']",Yes,[],No,[],No,[],No,"['These records shall be available for examination during normal business hours by accountants representing the other Party, who shall be entitled to perform an audit and to make copies and extracts, and receive any explanations that may reasonably be requested.']",Yes
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf,['DISTRIBUTORSHIP AGREEMENT'],[],No,[],No,"['Failure of Distributor to purchase the Minimum Purchase Quantities for any Contract Year, shall be considered a material breach of this Agreement.', ""STAAR shall have the right to terminate this Agreement by giving written notice to Distributor, effective immediately on receipt of such notice, (a) if Distributor fails to meet the Annual Minimum Volume as set forth in Section 7.2 or (b) pursuant to Section 15, or in the event the parties are unable to agree upon changes in the prices for Products within thirty (30) days following STAAR's notice thereof."", 'Within ninety (90) days prior to the expiration of each Contract Year, the parties will discuss in good faith and agree on the Minimum Product Quantities for the successive Contract Year; provided, however, that, if the parties fail to reach agreement on or otherwise specify the Minimum Purchase Quantities for the successive Contract Year, the Minimum Product Quantities for such successive Contract Year shall be __________ percent (___%) of the Minimum Purchase Quantities for the existing Contract Year.', 'During each Contract Year, as defined below, Distributor shall purchase from STAAR the minimum quantity of each Product that shall be mutually agreed between the parties in advance of the applicable Contract Year (""Minimum Product Quantities""). The Minimum Purchase Quantities for the Contract Year are as set forth on Exhibit B attached hereto.']",Yes,[],No,[],No
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf,['DISTRIBUTORSHIP AGREEMENT'],"['During the Distribution Term, and in addition to the consideration provided pursuant to Sections 6.1, 6.2, 6.3, and 6.4, for all Product supplied by Zogenix to Distributor under purchase orders submitted pursuant to the Supply Agreement in a particular Fiscal Year, Distributor shall pay to Zogenix a transfer price per unit of Product supplied (the ""Transfer Price"") equal to the sum of (i) [***] of the Fully-Burdened Manufacturing Cost per unit of Product for such Fiscal Year, (ii) [***] of aggregate annual Net Sales for such Fiscal Year, and (iii) the applicable markup percent of the applicable aggregate Net Price for such Fiscal Year, which markup percent is determined based on the incremental amount of Product ordered in such Fiscal Year as set forth below, as may be adjusted pursuant to Section 6.5(b):\n\nAmount of Product Supplied per Fiscal Year Net Price Markup\n\nFor the portion of Product supplied less than or equal to the equivalent of [***] in Net Sales in such Fiscal Year [***]\n\nFor the portion of Product supplied in excess of the equivalent of [***] in Net Sales and less than or equal to the equivalent of [***] in Net Sales in such Fiscal Year [***]\n\nFor the portion of Product supplied in excess of the equivalent of [***] in Net Sales and less than or equal to the equivalent of [***] in Net Sales in such Fiscal Year [***]\n\nFor the portion of Product supplied in excess of the equivalent of [***] in Net Sales in such Fiscal Year [***]', 'Following the expiration of the Distribution Term and during the remaining Term of this Agreement, for all Product supplied by Zogenix to Distributor under purchase orders submitted pursuant to the Supply Agreement in a particular Fiscal Year, Distributor shall pay to Zogenix the Transfer Price per unit of Product supplied shall be equal to the sum of (i) [***] of the Fully-Burdened Manufacturing Cost per unit of Product for such Fiscal Year, and (ii) [***] of aggregate annual Net Sales for such Fiscal Year.']",Yes,[],No,[],No,[],No,"[""Zogenix will have the right, upon reasonable prior written notice and during Distributor's regular business hours, to audit Distributor's and its Affiliates' books and records by an independent certified public accounting firm of recognized international standing, and Distributor shall ensure that Zogenix has the right to audit its Sub-distributors' and subcontractors' books and records, to investigation potential violations of any of the representations, warranties or covenants in this Section 10.2, the FCPA or other Applicable Laws or Distributor's compliance policies."", 'Inspections conducted under this Section 7.5 shall be at the expense of Zogenix, unless a variation or error producing an underpayment in amounts payable exceeding [***] of the amount paid for a period covered by the inspection is established, in which case all reasonable costs relating to the inspection for such period shall be paid by Distributor.', ""Such inspections may be made no more than once each Fiscal Year (unless an audit or inspection reveals a material inaccuracy in reports made under this Agreement, in which case it may be repeated within such Fiscal Year), and during normal business hours, with reasonable efforts to minimize disruption of Distributor's normal business activities."", ""Upon reasonable prior written notice, Distributor shall permit an independent, certified public accountant selected by Zogenix and reasonably acceptable to Distributor, which acceptance will not be unreasonably withheld or delayed, to audit or inspect those books or records of Distributor and its Affiliates and Sub-distributors that relate to Net Sales for the sole purpose of verifying: (a) the payments due hereunder and payments due under the Supply Agreement; (b) the withholding taxes, if any, required by Applicable Laws to be withheld; and (c) Distributor's compliance with Sections 10.1 and 10.2. Such accountant will disclose to Zogenix only the amount and accuracy of payments reported and actually paid or otherwise payable under this Agreement or the Supply Agreement, and will send a copy of the report to Distributor at the same time it is sent to Zogenix. Prompt adjustments (including<omitted>interest under Section 7.6 for underpaid amounts) shall be made by the Parties to reflect the results of such audit."", 'Such records shall be subject to inspection in accordance with Section 7.5.', 'Such audit may be made no more than once each Fiscal Year (unless an audit reveals a violation under this Agreement, in which case an additional audit may be conducted within such Fiscal Year);', ""Not more than once per Fiscal Year or as otherwise agreed by the Parties, and subject to the terms of the applicable agreement between Zogenix and its Third Party manufacturers, Zogenix shall, at Distributor's request, conduct GMP audits of the Third Party manufacturers and, if applicable, exercise such other audit rights that Zogenix may have under such agreements, and shall disclose to Distributor the results of such audits.""]",Yes
