Filename,Document Name,Uncapped Liability,Uncapped Liability-Answer,Cap On Liability,Cap On Liability-Answer,Liquidated Damages,Liquidated Damages-Answer,Warranty Duration,Warranty Duration-Answer,Insurance,Insurance-Answer,Covenant Not To Sue,Covenant Not To Sue-Answer,Third Party Beneficiary,Third Party Beneficiary-Answer
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.PDF,['STRATEGIC ALLIANCE AGREEMENT'],[],No,"['Neither Party shalI be liable to the other Party in connection with this Agreement or the subject matter hereof for any indirect, incidental, special or consequential damages, including but not limited to loss of revenue, cost of capital or loss of profit or business opportunity, whether such liability arises out of contract, tort (including negligence), strict liability or otherwise.']",Yes,[],No,[],No,[],No,[],No,[],No
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",['STRATEGIC ALLIANCE AGREEMENT'],[],No,[],No,[],No,[],No,[],No,[],No,[],No
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",['STRATEGIC ALLIANCE AGREEMENT'],"[""EXCEPT WITH REGARD TO A PARTY'S BREACH OF SECTION 9, GROSS NEGLIGENCE, WILLFUL MISCONDUCT AND INDEMNIFICATION OBLIGATIONS RELATED TO THIRD PARTY CLAIMS PURSUANT TO SECTION 12, EACH PARTY'S ENTIRE LIABILITY UNDER THIS AGREEMENT WILL IN NO EVENT EXCEED THREE TIMES (3X) THE TOTAL VALUE OF THE WORK ORDER UNDER WHICH THE CLAIM AROSE.""]",Yes,"[""EXCEPT WITH REGARD TO A PARTY'S BREACH OF SECTION 9, GROSS NEGLIGENCE, WILLFUL MISCONDUCT AND INDEMNIFICATION OBLIGATIONS RELATED TO THIRD PARTY CLAIMS PURSUANT TO SECTION 12, EACH PARTY'S ENTIRE LIABILITY UNDER THIS AGREEMENT WILL IN NO EVENT EXCEED THREE TIMES (3X) THE TOTAL VALUE OF THE WORK ORDER UNDER WHICH THE CLAIM AROSE."", 'NOTWITHSTANDING ANYTHING TO THE CONTRARY CONTAINED IN THIS AGREEMENT, NEITHER PARTY SHALL BE LIABLE TO THE OTHER PARTY FOR INCIDENTAL, INDIRECT, CONSEQUENTIAL OR SPECIAL DAMAGES OR FOR ANY DAMAGES ARISING OUT OF OR IN CONNECTION WITH ANY LOSS OF PROFIT, INTERRUPTION OF SERVICE OR LOSS OF BUSINESS OR ANTICIPATORY PROFITS, EVEN IF A PARTY OR ITS AFFILIATES HAVE BEEN APPRISED OF THE LIKELIHOOD OF SUCH DAMAGES OCCURRING, IN EACH CASE ARISING IN CONNECTION WITH ANY DEFAULT OR BREACH OF OBLIGATIONS UNDER THIS AGREEMENT OR ANY ATTACHMENTS HERETO.']",Yes,[],No,[],No,"['VS represents and warrants that it has and will maintain during the Term of this Agreement and, additionally, where applicable, during the term of any active Work Order, and for a period of two (2) years following expiration or termination of either, insurance in the types and limits generally accepted in the industry.']",Yes,[],No,[],No
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.PDF",['STRATEGIC ALLIANCE AGREEMENT'],[],No,[],No,[],No,[],No,[],No,[],No,[],No
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.PDF,['Collaboration Agreement'],[],No,['Financial reimbursements claimed according to such indemnification shall not exceed payments received by OntoChem under this contract.'],Yes,[],No,[],No,"[""Each Party will maintain liability insurance, with reputable and financially secure insurance carriers, at levels consistent with industry standards based upon such Party's respective activities and indemnification obligations under this Agreement. Upon request, each Party will furnish to the other Party certificates issued by the applicable insurance company(ies) evidencing such insurance.""]",Yes,[],No,[],No
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT.PDF,['COLLABORATION AGREEMENT'],"['NEITHER PARTY SHALL BE ENTITLED TO RECOVER FROM THE OTHER PARTY ANY SPECIAL, INCIDENTAL, CONSEQUENTIAL OR PUNITIVE DAMAGES IN CONNECTION WITH THIS AGREEMENT OR ANY LICENSE GRANTED HEREUNDER; provided, however, that this Section shall neither (a) apply to any liability for damages arising from breach of any obligations of confidentiality under Article 10, nor (b) limit the indemnification obligations of the parties arising under Article 12 of this Agreement.']",Yes,"['NEITHER PARTY SHALL BE ENTITLED TO RECOVER FROM THE OTHER PARTY ANY SPECIAL, INCIDENTAL, CONSEQUENTIAL OR PUNITIVE DAMAGES IN CONNECTION WITH THIS AGREEMENT OR ANY LICENSE GRANTED HEREUNDER; provided, however, that this Section shall neither (a) apply to any liability for damages arising from breach of any obligations of confidentiality under Article 10, nor (b) limit the indemnification obligations of the parties arising under Article 12 of this Agreement.']",Yes,[],No,[],No,"['Each party shall provide a certificate of insurance (or evidence of self-insurance) evidencing such coverage to the other party upon request.', 'Each party, at its own expense, shall maintain product liability and other appropriate insurance (or self- insure) in an amount consistent with industry standards during the Term and shall name the other party as an additional insured with respect to such insurance.']",Yes,"[""Without limiting the generality of the foregoing, Biocept owns, and Life Technologies acknowledges Biocept's ownership of, (i) the Assay and the Selector technology, and (ii) all Intellectual Property Rights in the Assay and the Selector technology, and Life Technologies agrees that it shall not do or suffer to be done any act or thing or undertake any action anywhere that in any manner might infringe, or impair the validity, scope, or title of Biocept in the Assay, the Selector technology or Intellectual Property Rights owned by Biocept.""]",Yes,[],No
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",['COLLABORATION AGREEMENT'],"[""Except in the event of (i) a Party's gross negligence or willful misconduct and/or (ii) a Party's breach of its confidentiality obligation, the total liability of one Party to the other Party (and its Affiliates) arising out of or in connection with this Agreement or the Products, whether in contract, tort (including negligence), statute or otherwise, shall, to the maximum extent permitted by Applicable Law, be limited to the amount of revenues it receives under this Agreement.""]",Yes,"[""Except in the event of (i) a Party's gross negligence or willful misconduct and/or (ii) a Party's breach of its confidentiality obligation, the total liability of one Party to the other Party (and its Affiliates) arising out of or in connection with this Agreement or the Products, whether in contract, tort (including negligence), statute or otherwise, shall, to the maximum extent permitted by Applicable Law, be limited to the amount of revenues it receives under this Agreement."", 'IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES OR LOST PROFITS ARISING UNDER OR RELATING TO THIS AGREEMENT. Exc']",Yes,[],No,[],No,"['During the Term and for a period of two (2) years after the termination of the Agreement or the expiry date of the last batch manufactured whichever is later, thereafter, each Party shall obtain and maintain, at its sole expense adequate product liability insurance for the Product as it reasonably deems necessary and appropriate. Evidence of coverage, in the form of certificates of insurance, shall be provided promptly upon registration of the Product in given countries and as reasonably requested thereafter.']",Yes,[],No,[],No
CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement.PDF,['Cooperation Agreement'],[],No,[],No,"[""In the event that Party B breaches this covenant, Party A has the right to terminate this Agreement at any time and require Party B to pay 30% of Party A's share of revenues as liquidated damages.""]",Yes,[],No,[],No,[],No,[],No
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.PDF",['Cooperation Agreement ('],[],No,[],No,[],No,[],No,[],No,[],No,[],No
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,"['COLLABORATION AGREEMENT (""A']",[],No,"[""FG's sole obligation and Astellas' sole remedy with respect to Lead Compound which does not meet the warranty contained herein is limited to replacement of such Lead Compound and reimbursement of Astellas' out of pocket expenses for shipping to FG at the address designated by FG.""]",Yes,"['In the event of (a) a termination by Astellas under Section 18.6 during the period from the execution of this Agreement until the last to expire of the FG Patents, or (b) by FG under Section 18.2.1, 18.2.2, 18.2.4 or 18.2.5 hereof, Astellas shall, upon the effective date of such termination, pay to FG (i) a termination fee of $[ * ] U.S. dollars and (ii) any payments to which FG is otherwise entitled to receive hereunder in the period from the date of such termination notice until the [ * ].']",Yes,"[""In the event that any portion of the shipment fails to conform to the Product Specifications, Astellas shall notify FG within [ * ] of Astellas' receipt of such shipment."", ""If Astellas detects at any time any defect in the Lead Compound which has not been found through Astellas' inspection, it shall notify FG to that effect within [ * ] of the discovery of such defect, and the procedures set forth above in this Section 12.7 shall be applied to such defective Lead Compound, provided, that FG shall only be responsible to pay for costs of defects that are the result of FG's gross negligence or willful misconduct."", 'In the absence of such notification, Astellas shall be deemed to have accepted the shipment.']",Yes,"[""Each party shall secure and maintain in effect during the term of this Agreement and for a period of five (5) years thereafter insurance policy(ies) underwritten by a reputable insurance company and in a form and having limits standard and customary for entities in the biopharmaceutical industry for exposures related to the Lead Compounds. Such insurance shall include general liability, clinical trial liability and products liability coverage with respect to such party's performance of the Development Program and commercialization of Lead Compounds hereunder. Upon request by the other party hereto, certificates of insurance evidencing the coverage required above shall be provided to the other party.""]",Yes,[],No,[],No
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",['Cooperation Agreement'],[],No,[],No,[],No,[],No,[],No,[],No,[],No
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,['COOPERATION AGREEMENT'],[],No,"['HPIL ET agrees that the sole and exclusive remedy for money damages relating to this Agreement and the transactions contemplated hereby shall be the rights to indemnification set forth in this Section 10.', 'GINARES  agrees that the sole and exclusive remedy for money damages related to this Agreement and the transactions contemplated hereby shall be the rights to indemnification set forth in this Section 9.']",Yes,[],No,[],No,[],No,[],No,[],No
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,['INTERNET CHANNEL COOPERATION AGREEMENT'],[],No,[],No,[],No,[],No,[],No,[],No,[],No
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",['COOPERATION AGREEMENT'],[],No,[],No,[],No,[],No,[],No,[],No,[],No
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,['Cooperation Agreement'],[],No,"[""For two (2) years following the Effective Time, QIWI covenants that at least one half of the total transactions processed by the Contact money transfer system during such two-year period shall be settled through PJSC Khanty-Mansiysk Bank Otkritie, provided that QIWI may terminate its obligation under this Clause 4.1 at any time, in which case it shall pay to Otkritie a fee equal to the demonstrated costs incurred by Otkritie for such period starting from 1 September 2014, until the date of termination of QIWI's obligations under this Clause 4.1 in connection with (i) the transfer of settlement bank function to PJSC Khanty-Mansiysk Bank Otkritie ; and (ii) supporting the settlement bank functionality for the Contact money transfer system, provided further that such fee shall in no event exceed RUB 50 000 000 (fifty million roubles).""]",Yes,[],No,[],No,[],No,[],No,[],No
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.PDF",['Cooperation Agreement'],[],No,[],No,[],No,[],No,[],No,[],No,[],No
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.PDF",['Cooperation Agreement'],[],No,[],No,[],No,[],No,[],No,[],No,[],No
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.PDF,['COOPERATION AGREEMENT'],[],No,[],No,[],No,[],No,['STW shall administer and provide all necessary and reasonable insurance to insure its activities on the Property in relation to the AGREEMENT and shall list COFS as additional insured.'],Yes,[],No,"['Nothing in this AGREEMENT shall be construed to confer any right, privilege or benefit on, or to otherwise create any vested right or third-party beneficiary relationship with any person or entity not a party to the AGREEMENT, unless otherwise provided in this AGREEMENT.']",Yes
